SKU,description,normalPrice,specialPrice
6328,"description for 6328",6328.09,6328.01
6329,"description for 6329",6329.09,6329.01
6330,"description for 6330",6330.09,6330.01
6331,"description for 6331",6331.09,6331.01
6332,"description for 6332",6332.09,6332.01
6333,"description for 6333",6333.09,6333.01
6334,"description for 6334",6334.09,6334.01
6335,"description for 6335",6335.09,6335.01
6336,"description for 6336",6336.09,6336.01
6337,"description for 6337",6337.09,6337.01
6338,"description for 6338",6338.09,6338.01
6339,"description for 6339",6339.09,6339.01
6340,"description for 6340",6340.09,6340.01
6341,"description for 6341",6341.09,6341.01
6342,"description for 6342",6342.09,6342.01
6343,"description for 6343",6343.09,6343.01
6344,"description for 6344",6344.09,6344.01
6345,"description for 6345",6345.09,6345.01
6346,"description for 6346",6346.09,6346.01
6347,"description for 6347",6347.09,6347.01
6348,"description for 6348",6348.09,6348.01
6349,"description for 6349",6349.09,6349.01
6350,"description for 6350",6350.09,6350.01
6351,"description for 6351",6351.09,6351.01
6352,"description for 6352",6352.09,6352.01
6353,"description for 6353",6353.09,6353.01
6354,"description for 6354",6354.09,6354.01
6355,"description for 6355",6355.09,6355.01
6356,"description for 6356",6356.09,6356.01
6357,"description for 6357",6357.09,6357.01
6358,"description for 6358",6358.09,6358.01
6359,"description for 6359",6359.09,6359.01
6360,"description for 6360",6360.09,6360.01
6361,"description for 6361",6361.09,6361.01
6362,"description for 6362",6362.09,6362.01
6363,"description for 6363",6363.09,6363.01
6364,"description for 6364",6364.09,6364.01
6365,"description for 6365",6365.09,6365.01
6366,"description for 6366",6366.09,6366.01
6367,"description for 6367",6367.09,6367.01
6368,"description for 6368",6368.09,6368.01
6369,"description for 6369",6369.09,6369.01
6370,"description for 6370",6370.09,6370.01
6371,"description for 6371",6371.09,6371.01
6372,"description for 6372",6372.09,6372.01
6373,"description for 6373",6373.09,6373.01
6374,"description for 6374",6374.09,6374.01
6375,"description for 6375",6375.09,6375.01
6376,"description for 6376",6376.09,6376.01
6377,"description for 6377",6377.09,6377.01
6378,"description for 6378",6378.09,6378.01
6379,"description for 6379",6379.09,6379.01
6380,"description for 6380",6380.09,6380.01
6381,"description for 6381",6381.09,6381.01
6382,"description for 6382",6382.09,6382.01
6383,"description for 6383",6383.09,6383.01
6384,"description for 6384",6384.09,6384.01
6385,"description for 6385",6385.09,6385.01
6386,"description for 6386",6386.09,6386.01
6387,"description for 6387",6387.09,6387.01
6388,"description for 6388",6388.09,6388.01
6389,"description for 6389",6389.09,6389.01
6390,"description for 6390",6390.09,6390.01
6391,"description for 6391",6391.09,6391.01
6392,"description for 6392",6392.09,6392.01
6393,"description for 6393",6393.09,6393.01
6394,"description for 6394",6394.09,6394.01
6395,"description for 6395",6395.09,6395.01
6396,"description for 6396",6396.09,6396.01
6397,"description for 6397",6397.09,6397.01
6398,"description for 6398",6398.09,6398.01
6399,"description for 6399",6399.09,6399.01
6400,"description for 6400",6400.09,6400.01
6401,"description for 6401",6401.09,6401.01
6402,"description for 6402",6402.09,6402.01
6403,"description for 6403",6403.09,6403.01
6404,"description for 6404",6404.09,6404.01
6405,"description for 6405",6405.09,6405.01
6406,"description for 6406",6406.09,6406.01
6407,"description for 6407",6407.09,6407.01
6408,"description for 6408",6408.09,6408.01
6409,"description for 6409",6409.09,6409.01
6410,"description for 6410",6410.09,6410.01
6411,"description for 6411",6411.09,6411.01
6412,"description for 6412",6412.09,6412.01
6413,"description for 6413",6413.09,6413.01
6414,"description for 6414",6414.09,6414.01
6415,"description for 6415",6415.09,6415.01
6416,"description for 6416",6416.09,6416.01
6417,"description for 6417",6417.09,6417.01
6418,"description for 6418",6418.09,6418.01
6419,"description for 6419",6419.09,6419.01
6420,"description for 6420",6420.09,6420.01
6421,"description for 6421",6421.09,6421.01
6422,"description for 6422",6422.09,6422.01
6423,"description for 6423",6423.09,6423.01
6424,"description for 6424",6424.09,6424.01
6425,"description for 6425",6425.09,6425.01
6426,"description for 6426",6426.09,6426.01
6427,"description for 6427",6427.09,6427.01
6428,"description for 6428",6428.09,6428.01
6429,"description for 6429",6429.09,6429.01
6430,"description for 6430",6430.09,6430.01
6431,"description for 6431",6431.09,6431.01
6432,"description for 6432",6432.09,6432.01
6433,"description for 6433",6433.09,6433.01
6434,"description for 6434",6434.09,6434.01
6435,"description for 6435",6435.09,6435.01
6436,"description for 6436",6436.09,6436.01
6437,"description for 6437",6437.09,6437.01
6438,"description for 6438",6438.09,6438.01
6439,"description for 6439",6439.09,6439.01
6440,"description for 6440",6440.09,6440.01
6441,"description for 6441",6441.09,6441.01
6442,"description for 6442",6442.09,6442.01
6443,"description for 6443",6443.09,6443.01
6444,"description for 6444",6444.09,6444.01
6445,"description for 6445",6445.09,6445.01
6446,"description for 6446",6446.09,6446.01
6447,"description for 6447",6447.09,6447.01
6448,"description for 6448",6448.09,6448.01
6449,"description for 6449",6449.09,6449.01
6450,"description for 6450",6450.09,6450.01
6451,"description for 6451",6451.09,6451.01
6452,"description for 6452",6452.09,6452.01
6453,"description for 6453",6453.09,6453.01
6454,"description for 6454",6454.09,6454.01
6455,"description for 6455",6455.09,6455.01
6456,"description for 6456",6456.09,6456.01
6457,"description for 6457",6457.09,6457.01
6458,"description for 6458",6458.09,6458.01
6459,"description for 6459",6459.09,6459.01
6460,"description for 6460",6460.09,6460.01
6461,"description for 6461",6461.09,6461.01
6462,"description for 6462",6462.09,6462.01
6463,"description for 6463",6463.09,6463.01
6464,"description for 6464",6464.09,6464.01
6465,"description for 6465",6465.09,6465.01
6466,"description for 6466",6466.09,6466.01
6467,"description for 6467",6467.09,6467.01
6468,"description for 6468",6468.09,6468.01
6469,"description for 6469",6469.09,6469.01
6470,"description for 6470",6470.09,6470.01
6471,"description for 6471",6471.09,6471.01
6472,"description for 6472",6472.09,6472.01
6473,"description for 6473",6473.09,6473.01
6474,"description for 6474",6474.09,6474.01
6475,"description for 6475",6475.09,6475.01
6476,"description for 6476",6476.09,6476.01
6477,"description for 6477",6477.09,6477.01
6478,"description for 6478",6478.09,6478.01
6479,"description for 6479",6479.09,6479.01
6480,"description for 6480",6480.09,6480.01
6481,"description for 6481",6481.09,6481.01
6482,"description for 6482",6482.09,6482.01
6483,"description for 6483",6483.09,6483.01
6484,"description for 6484",6484.09,6484.01
6485,"description for 6485",6485.09,6485.01
6486,"description for 6486",6486.09,6486.01
6487,"description for 6487",6487.09,6487.01
6488,"description for 6488",6488.09,6488.01
6489,"description for 6489",6489.09,6489.01
6490,"description for 6490",6490.09,6490.01
6491,"description for 6491",6491.09,6491.01
6492,"description for 6492",6492.09,6492.01
6493,"description for 6493",6493.09,6493.01
6494,"description for 6494",6494.09,6494.01
6495,"description for 6495",6495.09,6495.01
6496,"description for 6496",6496.09,6496.01
6497,"description for 6497",6497.09,6497.01
6498,"description for 6498",6498.09,6498.01
6499,"description for 6499",6499.09,6499.01
6500,"description for 6500",6500.09,6500.01
6501,"description for 6501",6501.09,6501.01
6502,"description for 6502",6502.09,6502.01
6503,"description for 6503",6503.09,6503.01
6504,"description for 6504",6504.09,6504.01
6505,"description for 6505",6505.09,6505.01
6506,"description for 6506",6506.09,6506.01
6507,"description for 6507",6507.09,6507.01
6508,"description for 6508",6508.09,6508.01
6509,"description for 6509",6509.09,6509.01
6510,"description for 6510",6510.09,6510.01
6511,"description for 6511",6511.09,6511.01
6512,"description for 6512",6512.09,6512.01
6513,"description for 6513",6513.09,6513.01
6514,"description for 6514",6514.09,6514.01
6515,"description for 6515",6515.09,6515.01
6516,"description for 6516",6516.09,6516.01
6517,"description for 6517",6517.09,6517.01
6518,"description for 6518",6518.09,6518.01
6519,"description for 6519",6519.09,6519.01
6520,"description for 6520",6520.09,6520.01
6521,"description for 6521",6521.09,6521.01
6522,"description for 6522",6522.09,6522.01
6523,"description for 6523",6523.09,6523.01
6524,"description for 6524",6524.09,6524.01
6525,"description for 6525",6525.09,6525.01
6526,"description for 6526",6526.09,6526.01
6527,"description for 6527",6527.09,6527.01
6528,"description for 6528",6528.09,6528.01
6529,"description for 6529",6529.09,6529.01
6530,"description for 6530",6530.09,6530.01
6531,"description for 6531",6531.09,6531.01
6532,"description for 6532",6532.09,6532.01
6533,"description for 6533",6533.09,6533.01
6534,"description for 6534",6534.09,6534.01
6535,"description for 6535",6535.09,6535.01
6536,"description for 6536",6536.09,6536.01
6537,"description for 6537",6537.09,6537.01
6538,"description for 6538",6538.09,6538.01
6539,"description for 6539",6539.09,6539.01
6540,"description for 6540",6540.09,6540.01
6541,"description for 6541",6541.09,6541.01
6542,"description for 6542",6542.09,6542.01
6543,"description for 6543",6543.09,6543.01
6544,"description for 6544",6544.09,6544.01
6545,"description for 6545",6545.09,6545.01
6546,"description for 6546",6546.09,6546.01
6547,"description for 6547",6547.09,6547.01
6548,"description for 6548",6548.09,6548.01
6549,"description for 6549",6549.09,6549.01
6550,"description for 6550",6550.09,6550.01
6551,"description for 6551",6551.09,6551.01
6552,"description for 6552",6552.09,6552.01
6553,"description for 6553",6553.09,6553.01
6554,"description for 6554",6554.09,6554.01
6555,"description for 6555",6555.09,6555.01
6556,"description for 6556",6556.09,6556.01
6557,"description for 6557",6557.09,6557.01
6558,"description for 6558",6558.09,6558.01
6559,"description for 6559",6559.09,6559.01
6560,"description for 6560",6560.09,6560.01
6561,"description for 6561",6561.09,6561.01
6562,"description for 6562",6562.09,6562.01
6563,"description for 6563",6563.09,6563.01
6564,"description for 6564",6564.09,6564.01
6565,"description for 6565",6565.09,6565.01
6566,"description for 6566",6566.09,6566.01
6567,"description for 6567",6567.09,6567.01
6568,"description for 6568",6568.09,6568.01
6569,"description for 6569",6569.09,6569.01
6570,"description for 6570",6570.09,6570.01
6571,"description for 6571",6571.09,6571.01
6572,"description for 6572",6572.09,6572.01
6573,"description for 6573",6573.09,6573.01
6574,"description for 6574",6574.09,6574.01
6575,"description for 6575",6575.09,6575.01
6576,"description for 6576",6576.09,6576.01
6577,"description for 6577",6577.09,6577.01
6578,"description for 6578",6578.09,6578.01
6579,"description for 6579",6579.09,6579.01
6580,"description for 6580",6580.09,6580.01
6581,"description for 6581",6581.09,6581.01
6582,"description for 6582",6582.09,6582.01
6583,"description for 6583",6583.09,6583.01
6584,"description for 6584",6584.09,6584.01
6585,"description for 6585",6585.09,6585.01
6586,"description for 6586",6586.09,6586.01
6587,"description for 6587",6587.09,6587.01
6588,"description for 6588",6588.09,6588.01
6589,"description for 6589",6589.09,6589.01
6590,"description for 6590",6590.09,6590.01
6591,"description for 6591",6591.09,6591.01
6592,"description for 6592",6592.09,6592.01
6593,"description for 6593",6593.09,6593.01
6594,"description for 6594",6594.09,6594.01
6595,"description for 6595",6595.09,6595.01
6596,"description for 6596",6596.09,6596.01
6597,"description for 6597",6597.09,6597.01
6598,"description for 6598",6598.09,6598.01
6599,"description for 6599",6599.09,6599.01
6600,"description for 6600",6600.09,6600.01
6601,"description for 6601",6601.09,6601.01
6602,"description for 6602",6602.09,6602.01
6603,"description for 6603",6603.09,6603.01
6604,"description for 6604",6604.09,6604.01
6605,"description for 6605",6605.09,6605.01
6606,"description for 6606",6606.09,6606.01
6607,"description for 6607",6607.09,6607.01
6608,"description for 6608",6608.09,6608.01
6609,"description for 6609",6609.09,6609.01
6610,"description for 6610",6610.09,6610.01
6611,"description for 6611",6611.09,6611.01
6612,"description for 6612",6612.09,6612.01
6613,"description for 6613",6613.09,6613.01
6614,"description for 6614",6614.09,6614.01
6615,"description for 6615",6615.09,6615.01
6616,"description for 6616",6616.09,6616.01
6617,"description for 6617",6617.09,6617.01
6618,"description for 6618",6618.09,6618.01
6619,"description for 6619",6619.09,6619.01
6620,"description for 6620",6620.09,6620.01
6621,"description for 6621",6621.09,6621.01
6622,"description for 6622",6622.09,6622.01
6623,"description for 6623",6623.09,6623.01
6624,"description for 6624",6624.09,6624.01
6625,"description for 6625",6625.09,6625.01
6626,"description for 6626",6626.09,6626.01
6627,"description for 6627",6627.09,6627.01
6628,"description for 6628",6628.09,6628.01
6629,"description for 6629",6629.09,6629.01
6630,"description for 6630",6630.09,6630.01
6631,"description for 6631",6631.09,6631.01
6632,"description for 6632",6632.09,6632.01
6633,"description for 6633",6633.09,6633.01
6634,"description for 6634",6634.09,6634.01
6635,"description for 6635",6635.09,6635.01
6636,"description for 6636",6636.09,6636.01
6637,"description for 6637",6637.09,6637.01
6638,"description for 6638",6638.09,6638.01
6639,"description for 6639",6639.09,6639.01
6640,"description for 6640",6640.09,6640.01
6641,"description for 6641",6641.09,6641.01
6642,"description for 6642",6642.09,6642.01
6643,"description for 6643",6643.09,6643.01
6644,"description for 6644",6644.09,6644.01
6645,"description for 6645",6645.09,6645.01
6646,"description for 6646",6646.09,6646.01
6647,"description for 6647",6647.09,6647.01
6648,"description for 6648",6648.09,6648.01
6649,"description for 6649",6649.09,6649.01
6650,"description for 6650",6650.09,6650.01
6651,"description for 6651",6651.09,6651.01
